"","ba�os","m2","jardin","ascensor","parking","piscina","terraza","habitaciones","a_reformar","tipo_vendedor","tipo_inmueble","latitude","longitude","precio","precio_final","distrito","planta","vistas","variacion_precio","dias_venta"
"19565",2,108,NA,1,NA,NA,1,4,1,2,1,39.4517503,-0.3822699,115000,115000,"quatre carreres",2,"exterior",0,12
"19590",2,156,1,1,1,1,0,4,0,1,1,39.4920338,-0.4051692,430000,430000,"campanar",4,"exterior",0,16
"19592",1,54,0,1,0,0,0,1,0,2,1,39.4917419,-0.372804,125000,125000,"la saïdia",NA,"",0,28
"19634",1,108,NA,1,NA,NA,NA,4,1,2,1,39.4510153,-0.3912944,109000,109000,"jesús",7,"exterior",0,13
"19637",1,69,NA,0,NA,NA,NA,3,0,2,1,39.4454746,-0.3914706,68000,68000,"jesús",3,"exterior",0,37
"19720",1,90,NA,1,0,0,NA,3,0,2,1,39.4517461,-0.4025212,90000,90000,"patraix",4,"",0,48
"19728",1,73,NA,0,NA,NA,NA,3,0,2,1,39.4833728,-0.3294766,150000,150000,"poblats marítims",4,"exterior",0,48
"19731",2,115,0,1,0,0,0,4,0,2,1,39.4885411,-0.3684283,170000,170000,"rascanya",3,"exterior",0,48
"19733",3,420,0,1,0,0,1,6,0,2,1,39.4687939,-0.3718609,997000,997000,"l'eixample",7,"exterior",0,0
"19739",1,63,0,1,0,0,0,1,0,2,1,39.4775615,-0.3790058,179900,179900,"ciutat vella",4,"exterior",0,41
"19740",1,54,0,0,0,0,0,2,0,2,1,39.4614891,-0.3402662,69000,69000,"camins al grau",5,"exterior",0,39
"19769",2,134,0,1,NA,0,1,3,0,2,1,39.4590823,-0.3683997,345000,345000,"l'eixample",1,"exterior",0,0
"19775",1,87,0,1,NA,0,NA,3,0,2,1,39.4557976,-0.3713187,137000,137000,"quatre carreres",2,"exterior",0,25
"19792",1,58,0,0,0,0,0,2,0,2,1,39.4632821,-0.3709654,179000,179000,"l'eixample",5,"exterior",0,25
"19794",4,310,0,1,1,0,1,7,1,2,1,39.468591,-0.3799129,470000,470000,"ciutat vella",3,"exterior",0,28
"19795",2,190,0,1,NA,0,1,6,0,2,1,39.4634041,-0.3355633,243000,240500,"poblats marítims",4,"exterior",-2500,36
"19800",1,54,NA,1,0,NA,NA,1,0,2,1,39.4923419,-0.375204,115000,115000,"la saïdia",1,"exterior",0,12
"19804",2,105,NA,1,NA,NA,NA,3,0,2,1,39.4596526,-0.3711977,218000,218000,"l'eixample",5,"exterior",0,25
"19811",2,143,0,1,1,0,0,3,0,2,1,39.4969863,-0.3686909,110000,110000,"rascanya",3,"",0,0
"19814",2,180,0,1,0,0,0,6,0,2,1,39.4731586,-0.3814401,599900,599900,"ciutat vella",4,"exterior",0,44
"19857",4,298,NA,1,1,NA,NA,4,0,2,1,39.4655516,-0.3634407,1800000,1800000,"l'eixample",4,"exterior",0,28
"19860",2,110,0,1,0,0,0,3,0,2,1,39.4675113,-0.3518115,160000,160000,"camins al grau",1,"exterior",0,8
"19866",2,137,1,1,1,1,1,3,0,2,1,39.4851088,-0.4031193,345000,345000,"campanar",7,"exterior",0,16
"19880",2,174,NA,1,NA,NA,NA,3,0,2,1,39.4658225,-0.3788381,680000,680000,"extramurs",4,"exterior",0,28
"19891",3,230,1,1,1,0,1,5,1,1,1,39.4808153,-0.3654572,650000,650000,"el pla del real",8,"exterior",0,20
"19900",2,152,0,1,NA,0,NA,5,1,2,1,39.4740384,-0.3778728,334000,334000,"ciutat vella",6,"exterior",0,28
"19911",2,136,0,1,1,0,1,3,0,2,1,39.4920209,-0.3969234,365300,365300,"benicalap",NA,"",0,0
"19935",3,212,NA,1,1,NA,NA,5,0,2,1,39.4706336,-0.3566348,495000,495000,"el pla del real",3,"exterior",0,41
"19941",2,127,0,1,1,0,1,4,0,2,1,39.4913119,-0.3764723,150000,150000,"la saïdia",3,"exterior",0,0
"19950",2,89,0,0,0,0,0,1,0,2,1,39.465001,-0.3798221,280000,280000,"extramurs",2,"exterior",0,16
"19979",3,162,NA,1,1,NA,NA,3,1,2,1,39.4708152,-0.3662233,550000,550000,"ciutat vella",8,"exterior",0,28
"20007",2,168,1,1,1,1,NA,4,0,2,1,39.4525736,-0.3818377,240000,240000,"jesús",4,"exterior",0,16
"20026",1,70,0,0,0,0,0,3,0,2,1,39.4627696,-0.3295074,137900,137900,"poblats marítims",4,"exterior",0,0
"20048",2,120,NA,1,NA,NA,1,3,0,2,1,39.459945,-0.385522,194000,194000,"jesús",2,"exterior",0,4
"20069",3,244,1,1,1,0,0,3,0,2,1,39.4848083,-0.3624796,625000,625000,"el pla del real",3,"exterior",0,44
"20073",2,104,0,1,0,0,0,3,0,2,1,39.4794048,-0.3530347,249000,249000,"algirós",8,"exterior",0,13
"20080",1,63,0,0,0,0,0,3,1,2,1,39.443514,-0.3924579,45000,45000,"jesús",5,"exterior",0,21
"20107",2,88,NA,0,0,NA,NA,2,0,2,1,39.4761444,-0.3781644,168100,168100,"ciutat vella",3,"exterior",0,0
"20110",3,175,0,1,1,0,1,3,0,2,1,39.4601386,-0.3879519,240000,240000,"jesús",2,"",0,16
"20127",1,62,NA,0,0,NA,0,3,1,2,1,39.444914,-0.3905579,45000,45000,"jesús",5,"",0,0
"20134",1,91,NA,0,NA,NA,NA,3,0,2,1,39.4682949,-0.3837062,173900,173900,"extramurs",1,"exterior",0,44
"20137",1,101,1,1,0,1,0,2,0,2,1,39.491021,-0.4021453,197000,197000,"campanar",2,"exterior",0,13
"20141",3,173,0,1,1,0,1,3,0,2,1,39.475559,-0.3838315,740000,740000,"ciutat vella",4,"exterior",0,44
"20145",4,302,0,1,0,0,1,4,0,2,1,39.4696494,-0.3779907,1200000,1100000,"ciutat vella",10,"exterior",-100000,44
"20153",1,76,NA,1,NA,NA,NA,2,0,2,1,39.4661418,-0.3916117,109000,109000,"patraix",5,"exterior",0,12
"20162",1,80,NA,1,NA,NA,NA,2,0,2,1,39.4888338,-0.3905924,85000,85000,"benicalap",3,"interior",0,13
"20194",2,112,NA,NA,NA,NA,NA,3,0,2,1,39.4904041,-0.3840704,165000,165000,"benicalap",NA,"",0,39
"20222",1,76,NA,1,NA,NA,NA,3,0,2,1,39.495368,-0.366906,84900,84900,"rascanya",1,"exterior",0,28
"20238",2,137,NA,1,NA,NA,NA,3,0,2,1,39.4773865,-0.3275793,730000,730000,"poblats marítims",5,"exterior",0,24
"20263",3,181,0,1,0,0,1,5,0,2,1,39.4682088,-0.372455,665000,665000,"ciutat vella",2,"",0,28
"20272",3,274,0,1,0,0,1,4,0,2,1,39.471903,-0.3671235,1195000,1195000,"l'eixample",2,"exterior",0,44
"20279",2,115,NA,1,1,NA,NA,3,0,2,1,39.4623545,-0.3915731,155000,155000,"patraix",3,"exterior",0,28
"20291",2,196,0,1,1,0,0,3,0,2,1,39.4870174,-0.3668598,325000,325000,"benimaclet",2,"exterior",0,16
"20302",1,50,1,1,1,1,0,1,0,1,1,39.4901388,-0.3653936,180000,180000,"rascanya",2,"exterior",0,28
"20308",2,124,0,1,1,0,1,4,0,1,1,39.4492967,-0.3734604,230000,230000,"quatre carreres",7,"exterior",0,0
"20333",1,80,NA,1,NA,NA,NA,1,1,2,1,39.4680019,-0.3924436,109000,109000,"patraix",5,"interior",0,12
"20336",1,100,NA,0,NA,NA,NA,4,0,2,1,39.4453398,-0.3868273,84900,84900,"jesús",5,"exterior",0,8
"20338",2,100,NA,1,1,NA,0,3,0,2,1,39.4744322,-0.3477233,209000,209000,"algirós",1,"exterior",0,16
"20340",1,76,0,0,0,0,0,3,0,2,1,39.4740883,-0.3275645,175000,175000,"poblats marítims",1,"exterior",0,27
"20346",2,112,0,1,0,0,0,2,0,2,1,39.4602685,-0.3666556,295000,295000,"l'eixample",6,"exterior",0,28
"20354",2,123,0,1,1,0,1,4,0,2,1,39.4718095,-0.3570699,305000,305000,"el pla del real",2,"exterior",0,44
"20362",1,75,0,1,NA,0,1,2,0,2,1,39.4941992,-0.3727712,130000,130000,"rascanya",2,"exterior",0,12
"20365",1,100,0,0,NA,0,NA,3,0,2,1,39.4841002,-0.3585054,104000,104000,"benimaclet",4,"exterior",0,16
"20368",1,76,0,1,0,0,0,3,0,2,1,39.4694019,-0.3922436,110000,110000,"patraix",5,"interior",0,0
"20374",1,53,0,1,0,0,1,2,0,2,1,39.4629471,-0.3966565,103000,103000,"patraix",NA,"",0,28
"20389",1,86,NA,NA,NA,NA,NA,3,0,2,1,39.4937583,-0.3958853,71000,71000,"benicalap",NA,"",0,37
"20410",1,88,NA,NA,NA,NA,NA,3,0,2,1,39.4470572,-0.33031,65000,65000,"poblats marítims",NA,"",0,0
"20411",1,82,NA,NA,NA,NA,NA,3,0,2,1,39.4885969,-0.3774769,89500,89500,"la saïdia",NA,"",0,25
"20421",1,74,0,1,0,0,0,3,0,1,1,39.4842913,-0.3967451,130000,130000,"campanar",3,"interior",0,16
"20446",2,204,NA,1,NA,NA,NA,7,1,2,1,39.4701973,-0.3791539,398000,376000,"ciutat vella",3,"exterior",-22000,49
"20464",2,139,NA,1,NA,NA,NA,6,0,2,1,39.4627971,-0.3685553,310000,310000,"l'eixample",2,"exterior",0,44
"20483",2,187,0,1,0,0,1,5,1,1,1,39.4679407,-0.3715418,740000,740000,"l'eixample",1,"exterior",0,0
"20535",2,96,0,1,0,0,0,3,0,1,1,39.4627494,-0.385948,250000,250000,"extramurs",6,"exterior",0,25
"20616",1,60,NA,1,NA,NA,NA,1,0,2,1,39.4574223,-0.3780491,155000,155000,"quatre carreres",7,"exterior",0,12
"20637",1,67,NA,1,NA,NA,NA,2,0,2,1,39.4923687,-0.3931203,114900,114900,"benicalap",4,"exterior",0,16
"20651",4,245,0,1,1,0,1,3,0,2,1,39.4539455,-0.3451195,835000,835000,"camins al grau",10,"exterior",0,16
"20653",1,86,0,0,0,0,0,3,0,2,1,39.4930814,-0.3936467,71000,71000,"benicalap",3,"",0,32
"20657",1,82,NA,1,NA,NA,NA,3,0,2,1,39.491885,-0.3830311,110000,110000,"rascanya",3,"exterior",0,20
"20668",1,75,NA,0,NA,NA,NA,1,1,2,1,39.495579,-0.3694105,60039,60039,"rascanya",3,"exterior",0,12
"20721",2,140,NA,1,1,NA,1,2,0,2,1,39.4627752,-0.349642,460000,460000,"camins al grau",8,"exterior",0,16
"20741",2,155,0,1,0,0,1,4,0,2,1,39.4638302,-0.3835124,410000,410000,"extramurs",8,"exterior",0,28
"20748",1,92,NA,1,NA,NA,NA,3,0,2,1,39.4555012,-0.3839715,160000,160000,"jesús",4,"exterior",0,3
"20753",2,114,0,1,0,NA,NA,3,0,2,1,39.4748008,-0.3278797,175900,175900,"poblats marítims",2,"exterior",0,27
"20758",1,78,NA,1,0,0,NA,3,0,2,1,39.49588,-0.36951,74000,74000,"rascanya",5,"",0,0
"20814",1,71,0,1,0,0,0,4,0,1,1,39.4523017,-0.3887144,65000,65000,"jesús",NA,"",0,13
"20821",1,111,NA,1,NA,NA,NA,4,0,2,1,39.4541515,-0.4069923,107000,107000,"patraix",5,"interior",0,0
"20824",2,111,0,1,1,1,1,3,0,2,1,39.4801293,-0.4033684,390000,390000,"campanar",8,"exterior",0,16
"20830",1,90,NA,1,NA,NA,NA,3,0,2,1,39.490285,-0.3802311,110000,110000,"rascanya",3,"exterior",0,41
"20850",5,237,0,1,0,0,1,4,0,2,1,39.4742901,-0.3589622,890000,890000,"el pla del real",4,"exterior",0,28
"20865",2,100,NA,1,1,NA,NA,4,0,2,1,39.4568858,-0.3340188,208500,208500,"poblats marítims",4,"exterior",0,0
"20869",2,152,NA,1,NA,NA,NA,5,1,2,1,39.4727791,-0.3774943,339000,339000,"ciutat vella",6,"exterior",0,28
"20899",2,138,NA,1,NA,NA,NA,3,0,2,1,39.4730187,-0.3532829,240000,240000,"algirós",7,"exterior",0,0
"20929",1,111,0,1,0,0,0,3,0,2,1,39.4862686,-0.3827406,146000,146000,"la saïdia",NA,"",0,28
"20946",2,153,NA,1,NA,NA,NA,5,0,2,1,39.4710791,-0.3788943,334000,334000,"ciutat vella",6,"exterior",0,28
"20960",3,347,0,1,0,0,1,4,0,2,1,39.4744541,-0.3734378,1150000,1150000,"ciutat vella",1,"exterior",0,44
"20978",1,76,0,0,0,0,1,1,0,2,1,39.4547905,-0.3935195,169000,169000,"patraix",1,"exterior",0,15
"21003",1,64,0,1,1,0,1,1,0,2,1,39.471224,-0.3351019,143800,143800,"poblats marítims",3,"exterior",0,32
"21020",1,96,0,1,0,0,1,3,0,2,1,39.4457973,-0.392989,133000,133000,"jesús",5,"exterior",0,3
"21040",2,74,0,1,1,0,0,2,0,2,1,39.4897419,-0.375404,125000,125000,"la saïdia",4,"exterior",0,0
"21066",1,74,NA,0,NA,NA,0,3,0,2,1,39.4915268,-0.3835956,99900,99900,"benicalap",5,"exterior",0,39
"21068",1,57,NA,0,NA,NA,NA,2,0,2,1,39.4895243,-0.3805641,52000,52000,"rascanya",5,"interior",0,0
"21069",1,130,NA,1,NA,NA,1,3,0,2,1,39.4901276,-0.3891014,150000,150000,"benicalap",1,"exterior",0,39
"21070",1,57,NA,0,NA,NA,NA,3,0,2,1,39.4730734,-0.3281593,169900,169900,"poblats marítims",4,"exterior",0,0
"21071",1,60,NA,0,NA,NA,NA,2,0,2,1,39.464515,-0.3323817,120000,120000,"poblats marítims",4,"exterior",0,0
"21090",1,72,NA,1,NA,NA,NA,2,1,2,1,39.4646605,-0.3264891,110000,110000,"poblats marítims",2,"exterior",0,12
"21115",2,135,NA,1,NA,1,1,3,0,2,1,39.4921194,-0.4019452,489000,489000,"benicalap",2,"exterior",0,4
"21122",2,98,NA,1,NA,NA,NA,4,0,2,1,39.47186,-0.39812,139000,139000,"l'olivereta",5,"interior",0,16
"21175",2,152,0,1,1,0,0,4,0,2,1,39.4786849,-0.3486922,295000,295000,"algirós",2,"exterior",0,16
"21176",1,140,0,1,0,0,0,5,0,2,1,39.4608971,-0.3703553,310000,310000,"l'eixample",2,"exterior",0,12
"21188",2,150,NA,1,NA,NA,0,4,0,2,1,39.495065,-0.3796841,150000,150000,"rascanya",2,"exterior",0,0
"21253",2,152,0,1,0,0,0,5,0,2,1,39.4710791,-0.3797943,339000,339000,"ciutat vella",6,"exterior",0,25
"21258",1,64,NA,0,NA,NA,NA,2,0,2,1,39.4761909,-0.3792214,106000,106000,"ciutat vella",NA,"",0,25
"21263",1,100,NA,0,NA,NA,NA,4,0,2,1,39.4451398,-0.3905273,84900,84900,"jesús",5,"exterior",0,15
"21265",3,193,0,1,1,0,0,5,1,2,1,39.4636458,-0.3724436,485000,485000,"l'eixample",2,"exterior",0,16
"21287",1,50,NA,1,NA,NA,NA,3,1,2,1,39.4840856,-0.3764068,99000,99000,"la saïdia",3,"interior",0,41
"21298",2,91,0,1,1,0,0,3,0,2,1,39.4738369,-0.3944008,188000,188000,"l'olivereta",2,"exterior",0,16
"21304",1,65,NA,0,0,0,NA,3,0,2,1,39.4889516,-0.3884041,76800,76800,"benicalap",1,"",0,16
"21348",1,70,0,0,0,0,0,2,0,2,1,39.4889198,-0.3908073,88640,88640,"benicalap",4,"",0,8
"21353",1,79,0,0,0,0,0,1,0,2,1,39.4869088,-0.4055193,163280,163280,"campanar",NA,"",0,0
"21392",1,62,0,0,0,0,0,3,0,2,1,39.446114,-0.3895579,45000,45000,"jesús",NA,"",0,0
"21407",2,175,1,1,1,0,1,3,0,1,1,39.4789213,-0.3657361,330000,330000,"el pla del real",4,"exterior",0,0
"21416",2,125,0,1,1,0,1,3,0,1,1,39.4732566,-0.3532952,275000,250000,"algirós",4,"exterior",-25000,24
"21426",2,118,NA,1,NA,NA,1,4,0,2,1,39.4691937,-0.4114208,159000,159000,"l'olivereta",7,"exterior",0,29
"21427",1,86,NA,1,0,0,0,3,1,2,1,39.4953568,-0.3704737,68500,68500,"rascanya",NA,"",0,0
"21438",3,180,1,1,1,0,1,4,0,2,1,39.494072,-0.398783,980000,980000,"benicalap",NA,"",0,32
"21442",2,106,NA,1,1,NA,0,4,0,2,1,39.4494899,-0.3711319,165000,165000,"quatre carreres",4,"exterior",0,12
"21462",1,120,NA,1,NA,NA,1,4,0,2,1,39.4741838,-0.377784,350000,350000,"ciutat vella",6,"exterior",0,16
"21471",1,69,NA,0,NA,NA,NA,3,0,2,1,39.4959424,-0.3747968,72000,63000,"rascanya",5,"exterior",-9000,51
"21478",2,129,NA,1,1,NA,1,3,0,2,1,39.4549717,-0.3917831,199000,199000,"jesús",1,"exterior",0,13
"21479",1,46,NA,0,NA,NA,NA,2,0,2,1,39.4663153,-0.4055076,58000,58000,"l'olivereta",3,"exterior",0,3
"21488",1,88,0,1,0,0,0,3,0,2,1,39.4721073,-0.3383983,155000,155000,"poblats marítims",7,"exterior",0,0
"21490",2,83,NA,NA,NA,NA,NA,2,0,2,1,39.4557485,-0.3751287,168000,168000,"quatre carreres",NA,"",0,24
"21511",1,64,NA,1,NA,NA,NA,2,0,2,1,39.4915098,-0.3711641,69000,69000,"rascanya",4,"exterior",0,15
"21537",1,138,0,1,0,0,1,3,0,2,1,39.4647204,-0.3717433,394000,394000,"l'eixample",1,"exterior",0,41
"21538",1,46,0,0,0,0,1,2,0,2,1,39.4693271,-0.4040715,29300,29300,"l'olivereta",4,"exterior",0,16
"21551",2,110,1,1,1,1,NA,3,0,2,1,39.4930247,-0.3861147,225000,225000,"benicalap",6,"exterior",0,16
"21584",1,84,NA,1,NA,NA,1,3,1,2,1,39.4727279,-0.3421383,179900,179900,"algirós",14,"exterior",0,16
"21590",1,69,NA,NA,NA,NA,NA,3,0,2,1,39.4706621,-0.404102,93000,93000,"l'olivereta",NA,"",0,32
"21591",1,69,NA,NA,NA,NA,NA,3,0,2,1,39.4962452,-0.3676361,58000,58000,"rascanya",NA,"",0,0
"21593",2,96,NA,1,NA,NA,NA,3,0,2,1,39.4841241,-0.3760158,165000,165000,"la saïdia",NA,"",0,28
"21597",2,106,NA,1,NA,NA,NA,3,0,2,1,39.4598522,-0.3650948,200000,200000,"quatre carreres",4,"exterior",0,56
"21605",1,78,NA,1,0,NA,NA,2,0,2,1,39.4803695,-0.3284502,125000,125000,"poblats marítims",1,"exterior",0,0
"21612",2,107,0,1,0,0,1,3,0,2,1,39.4725192,-0.3984749,183100,183100,"l'olivereta",2,"exterior",0,32
"21614",2,111,0,1,0,0,1,3,0,2,1,39.4725192,-0.3984749,190400,190400,"l'olivereta",4,"exterior",0,32
"21616",2,100,NA,1,1,NA,NA,3,0,2,1,39.455327,-0.3883461,185000,185000,"jesús",3,"exterior",0,8
"21621",2,149,0,1,1,0,0,4,1,2,1,39.4812201,-0.3619285,315000,315000,"el pla del real",2,"",0,16
"21623",1,85,NA,1,NA,NA,0,3,0,2,1,39.4691872,-0.3994921,73000,73000,"l'olivereta",1,"exterior",0,32
"21658",2,110,NA,1,NA,NA,NA,3,0,2,1,39.4926202,-0.3754722,195000,195000,"la saïdia",2,"exterior",0,28
"21728",1,92,0,1,0,0,0,2,0,1,1,39.4606882,-0.3647936,165000,165000,"quatre carreres",2,"exterior",0,27
"21733",2,286,0,1,0,0,0,2,0,2,1,39.4715265,-0.3702898,825000,825000,"ciutat vella",1,"exterior",0,44
"21762",1,88,0,0,0,0,0,3,0,2,1,39.4546122,-0.3653336,85680,85680,"quatre carreres",1,"interior",0,0
"21763",2,65,0,0,0,0,0,3,0,2,1,39.4666696,-0.3298074,107726,107726,"poblats marítims",4,"exterior",0,0
"21768",1,73,NA,0,NA,NA,NA,3,0,2,1,39.4742734,-0.3298593,150000,150000,"poblats marítims",4,"exterior",0,40
"21771",1,62,NA,0,NA,NA,NA,2,0,2,1,39.4667063,-0.3325246,129900,129900,"poblats marítims",4,"exterior",0,24
"21777",1,81,0,1,1,0,0,2,0,2,1,39.4510388,-0.3397279,201305,201305,"quatre carreres",NA,"",0,32
"21781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FALSE",0,"TRUE",1,1
"21790",2,115,0,1,0,0,0,4,0,1,1,39.4957233,-0.3762515,115000,115000,"rascanya",2,"exterior",0,28
"21801",2,120,NA,1,NA,NA,1,3,0,2,1,39.4630737,-0.3844635,194000,194000,"extramurs",2,"exterior",0,51
"21814",6,324,NA,1,NA,NA,NA,9,1,2,1,39.493139,-0.3914818,155000,155000,"benicalap",NA,"",0,16
"21840",2,156,NA,NA,NA,NA,1,3,0,2,1,39.4624386,-0.3502984,420000,420000,"camins al grau",NA,"",0,16
"21843",2,105,NA,1,NA,NA,NA,3,1,2,1,39.459474,-0.3702984,190000,190000,"l'eixample",9,"exterior",0,0
"21847",2,93,0,1,0,0,0,3,0,2,1,39.4618557,-0.3653285,295000,295000,"l'eixample",6,"exterior",0,28
"21878",1,70,NA,0,NA,NA,NA,3,1,2,1,39.4946229,-0.3713413,38500,38500,"rascanya",5,"exterior",0,28
"21889",2,98,0,1,0,0,0,3,0,2,1,39.4623183,-0.3391772,190000,190000,"poblats marítims",5,"exterior",0,24
"21914",1,115,NA,1,0,NA,1,3,0,2,1,39.4738396,-0.3966531,113000,113000,"l'olivereta",1,"exterior",0,16
"21920",2,111,NA,NA,NA,NA,NA,3,0,2,1,39.4595113,-0.399245,125500,125500,"patraix",5,"exterior",0,28
"21922",1,107,NA,1,NA,NA,NA,4,0,2,1,39.465849,-0.3639307,314000,314000,"l'eixample",4,"exterior",0,16
"21924",1,90,NA,0,NA,NA,NA,3,0,2,1,39.4751225,-0.3289847,128000,128000,"poblats marítims",3,"exterior",0,12
"21945",1,90,NA,1,1,NA,NA,3,0,2,1,39.4612256,-0.38335,159900,149900,"extramurs",5,"interior",-10000,28
"21947",2,150,NA,1,NA,NA,NA,4,1,2,1,39.4645244,-0.3632788,395000,395000,"l'eixample",4,"exterior",0,28
"21954",1,101,0,1,0,0,0,3,0,2,1,39.4860624,-0.3853763,143000,143000,"campanar",6,"exterior",0,32
"21964",2,213,0,1,1,0,1,6,0,2,1,39.4639945,-0.3293496,350000,350000,"poblats marítims",1,"exterior",0,32
"21966",1,111,0,1,0,0,0,3,0,2,1,39.4831789,-0.3821947,146000,146000,"la saïdia",3,"",0,28
"21976",2,84,NA,0,NA,NA,1,3,0,2,1,39.4891854,-0.3865128,64700,64700,"benicalap",NA,"",0,32
"22009",1,80,NA,1,NA,NA,NA,3,0,2,1,39.4813505,-0.3829918,160000,160000,"la saïdia",1,"exterior",0,0
"22023",3,320,0,1,1,0,1,4,0,2,1,39.476911,-0.365856,1390000,1390000,"el pla del real",6,"exterior",0,0
"22031",1,96,NA,0,NA,NA,NA,2,0,2,1,39.4689295,-0.3781235,339000,339000,"ciutat vella",2,"exterior",0,20
"22046",1,42,NA,0,NA,NA,1,2,1,2,1,39.4732397,-0.3310068,74800,74800,"poblats marítims",NA,"",0,56
"22049",1,96,0,1,0,0,0,1,0,2,1,39.4589568,-0.3723389,239900,239900,"l'eixample",7,"exterior",0,28
"22059",2,124,0,1,1,0,0,3,0,2,1,39.4764539,-0.3817298,315000,315000,"ciutat vella",2,"exterior",0,20
"22073",1,91,NA,0,NA,NA,NA,4,1,2,1,39.4500325,-0.3313712,89000,89000,"poblats marítims",4,"exterior",0,53
"22078",2,113,NA,1,1,NA,NA,3,0,2,1,39.469744,-0.4040075,199000,199000,"l'olivereta",6,"exterior",0,13
"22080",2,98,NA,1,1,NA,1,3,0,2,1,39.4562698,-0.3856664,155000,155000,"jesús",1,"exterior",0,37
"22100",2,134,NA,1,NA,NA,NA,3,0,2,1,39.4624268,-0.3315732,245000,245000,"poblats marítims",3,"exterior",0,0
"22112",1,94,0,0,0,0,0,4,0,2,1,39.4658069,-0.3312404,135000,135000,"poblats marítims",4,"exterior",0,12
"22120",1,69,NA,0,NA,NA,NA,3,0,2,1,39.4631223,-0.4067666,65000,65000,"l'olivereta",NA,"",0,29
"22145",2,124,NA,1,1,NA,1,4,0,2,1,39.4485967,-0.3717604,183500,183500,"quatre carreres",7,"exterior",0,0
"22156",2,147,NA,1,NA,NA,NA,4,0,2,1,39.4640766,-0.3636367,395000,395000,"l'eixample",4,"exterior",0,0
"22158",2,90,0,1,1,1,1,2,0,2,1,39.4921823,-0.3626361,270000,270000,"rascanya",5,"exterior",0,28
"22200",2,134,0,1,0,0,0,4,0,2,1,39.4648055,-0.3644899,475000,475000,"l'eixample",3,"exterior",0,16
"22205",2,136,0,1,0,0,0,5,1,2,1,39.4710791,-0.3801943,339000,339000,"ciutat vella",6,"exterior",0,28
"22231",3,415,0,1,1,0,1,6,0,2,1,39.4726446,-0.3626198,1300000,1300000,"el pla del real",7,"exterior",0,51
"22232",1,55,0,1,0,0,0,1,0,2,1,39.4745943,-0.3293625,148000,148000,"poblats marítims",1,"exterior",0,53
"22266",2,96,0,1,0,0,1,2,0,2,1,39.48404,-0.39845,280000,280000,"campanar",5,"exterior",0,16
"22420",2,142,0,1,1,0,0,4,0,2,1,39.4552484,-0.3833008,245000,245000,"jesús",4,"exterior",0,16
"22445",2,215,NA,1,1,NA,NA,4,0,2,1,39.4735992,-0.3390052,300000,300000,"poblats marítims",1,"exterior",0,40
"22462",1,86,NA,1,NA,NA,1,3,0,2,1,39.4574995,-0.3851359,95000,95000,"jesús",1,"exterior",0,3
"22487",3,113,NA,1,1,NA,1,3,0,2,1,39.4859338,-0.3963401,309075,309075,"campanar",13,"exterior",0,16
"22499",2,84,0,1,1,1,1,2,0,2,1,39.4801293,-0.4033684,268000,268000,"campanar",8,"exterior",0,32
"22520",2,134,NA,1,1,NA,NA,3,0,2,1,39.4449823,-0.3903976,160000,160000,"jesús",5,"exterior",0,37
"22528",1,67,NA,0,NA,NA,NA,2,0,2,1,39.4674063,-0.3322246,120000,120000,"poblats marítims",4,"exterior",0,27
"22537",2,131,0,1,NA,0,NA,3,0,2,1,39.4621206,-0.3886034,155000,155000,"patraix",1,"exterior",0,28
"22545",2,117,1,1,1,1,1,3,0,2,1,39.4903435,-0.3987287,509000,509000,"benicalap",2,"exterior",0,16
"22546",2,126,1,1,0,1,1,3,0,2,1,39.4909435,-0.4013287,460000,460000,"benicalap",3,"exterior",0,16
"22568",1,63,1,1,NA,0,1,1,0,2,1,39.4641952,-0.3482914,187000,187000,"camins al grau",4,"exterior",0,8
"22594",2,172,1,1,1,1,1,4,0,2,1,39.4897186,-0.401829,520000,520000,"campanar",9,"exterior",0,16
"22607",2,157,1,1,1,1,1,3,0,2,1,39.4851004,-0.4004794,389000,389000,"campanar",6,"exterior",0,16
"22614",2,124,0,1,0,0,0,3,0,2,1,39.4670525,-0.3833009,369800,369800,"extramurs",3,"exterior",0,28
"22616",1,134,NA,0,0,0,NA,3,0,2,1,39.4568055,-0.3683534,140000,140000,"quatre carreres",2,"",0,0
"22621",1,96,NA,0,NA,NA,NA,2,0,2,1,39.4726295,-0.3773235,339000,339000,"ciutat vella",2,"exterior",0,3
"22646",2,101,NA,1,NA,NA,NA,3,0,2,1,39.4745733,-0.3526805,280000,280000,"el pla del real",2,"interior",0,51
"22675",2,150,NA,1,1,NA,1,1,0,2,1,39.4571827,-0.3445609,736000,736000,"camins al grau",10,"exterior",0,16
"22702",1,66,NA,1,0,NA,NA,2,0,2,1,39.4603929,-0.3640847,109900,105000,"quatre carreres",3,"exterior",-4900,56
"22704",3,287,0,1,0,0,1,4,1,2,1,39.4668082,-0.3753156,799900,799900,"l'eixample",5,"",0,44
"22714",2,162,0,1,0,0,0,4,0,2,1,39.4691247,-0.3708561,649800,649800,"l'eixample",3,"exterior",0,44
"22722",1,85,NA,1,NA,NA,NA,2,0,2,1,39.4842107,-0.3828455,130000,130000,"la saïdia",4,"exterior",0,15
"22739",1,67,NA,1,NA,NA,1,3,0,2,1,39.4627431,-0.3404655,130000,130000,"camins al grau",1,"interior",0,16
